donut number = 2, In-ptr =  1, serial-counter =  1
donut number = 3, In-ptr =  2, serial-counter =  1202
donut number = 2, In-ptr =  21, serial-counter =  1181
donut number = 2, In-ptr =  22, serial-counter =  1182
donut number = 3, In-ptr =  3, serial-counter =  1203
donut number = 3, In-ptr =  4, serial-counter =  1204
donut number = 2, In-ptr =  23, serial-counter =  1183
donut number = 1, In-ptr =  17, serial-counter =  1217
donut number = 1, In-ptr =  18, serial-counter =  1218
donut number = 3, In-ptr =  5, serial-counter =  1205
donut number = 3, In-ptr =  6, serial-counter =  1206
donut number = 3, In-ptr =  7, serial-counter =  1207
donut number = 1, In-ptr =  19, serial-counter =  1219
donut number = 3, In-ptr =  8, serial-counter =  1208
donut number = 2, In-ptr =  24, serial-counter =  1184
donut number = 1, In-ptr =  20, serial-counter =  1220
donut number = 3, In-ptr =  9, serial-counter =  1209
donut number = 2, In-ptr =  25, serial-counter =  1185
donut number = 3, In-ptr =  10, serial-counter =  1210
donut number = 3, In-ptr =  11, serial-counter =  1211
donut number = 1, In-ptr =  21, serial-counter =  1221
donut number = 3, In-ptr =  12, serial-counter =  1212
donut number = 1, In-ptr =  22, serial-counter =  1222
donut number = 2, In-ptr =  26, serial-counter =  1186
donut number = 0, In-ptr =  5, serial-counter =  1245
donut number = 1, In-ptr =  23, serial-counter =  1223
donut number = 3, In-ptr =  13, serial-counter =  1213
donut number = 3, In-ptr =  14, serial-counter =  1214
donut number = 1, In-ptr =  24, serial-counter =  1224
donut numt number = 1, In-ptr =  13, serial-counter =  1213
donut number = 1, In-ptr =  14, serial-counter =  1214
donut number = 0, In-ptr =  29, serial-counter =  1189
donut number = 0, In-ptr =  30, serial-counter =  1190
donut number = 1, In-ptr =  15, serial-counter =  1215
donut number = 0, In-ptr =  31, serial-counter =  1191
donut number = 0, In-ptr =  32, serial-counter =  1192
donut number = 2, In-ptr =  1, serial-counter =  1241
donut number = 0, In-ptr =  33, serial-counter =  1193
donut number = 0, In-ptr =  34, serial-counter =  1194
donut number = 2, In-ptr =  2, serial-counter =  1242
donut number = 1, In-ptr =  16, serial-counter =  1216
donut number = 3, In-ptr =  30, serial-counter =  1230
donut number = 3, In-ptr =  31, serial-counter =  1231
donut number = 3, In-ptr =  32, serial-counter =  1232
donut number = 2, In-ptr =  3, serial-counter =  1243
donut number = 2, In-ptr =  4, serial-counter =  1244
donut number = 1, In-ptr =  17, serial-counter =  1217
donut number = 0, In-ptr =  35, serial-counter =  1195
donut number = 3, In-ptr =  33, serial-counter =  1233
donut number = 2, In-ptr =  5, serial-counter =  1245
donut number = 0, In-ptr =  36, serial-counter =  1196
donut number = 1, In-ptr =  18, serial-counter =  1218
donut number = 1, In-ptr =  19, serial-counter =  1219
donut number = 2, In-ptr =  6, serial-counter =  1246
donut number = 0, In-ptr =  37, serial-counter =  1197
donut number = 1, In-ptr =  20, serial-counter =  1220
donut number = 2, In-ptr =  7, serial-counter =  1247
donut number = 1, In-ptr =  21, serial-counter =  1221
donut number = 1, In-ptr =  22, serial-counter =  1222
donut number = 3, In-ptr =  34, serial-counter =  1234
donut number = 1, In-ptr =  23, serial-counter =  1223
donut number = 1, In-ptr =  24, serial-counter =  1224
donut number = 0, In-ptr =  38, serial-counter =  1198
donut number = 3, In-ptr =  35, serial-counter =  1235
donut number = 2, In-ptr =  8, serial-counter =  1248
donut number = 0, In-ptr =  39, serial-counter =  1199
donut number = 2, In-ptr =  9, serial-counter =  1249
donut number = 1, In-ptr =  25, serial-counter =  1225
donut number = 1, In-ptr =  26, serial-counter =  1226
donut number = 1, In-ptr =  27, serial-counter =  1227
donut number = 0, In-ptr =  0, serial-counter =  1200
donut number = 2, In-ptr =  10, serial-counter =  1250
donut number = 3, In-ptr =  36, serial-counter =  1236
donut number = 2, In-ptr =  11, serial-counter =  1251
donut number = 0, In-ptr =  1, serial-counter =  1201
donut number = 1, In-ptr =  28, serial-counter =  1228
donut number = 0, In-ptr =  2, serial-counter =  1202
donut number = 3, In-ptr =  37, serial-counter =  1237
donut number = 2, In-ptr =  12, serial-counter =  1252
donut number = 2, In-ptr =  13, serial-counter =  1253
donut number = 2, In-ptr =  14, serial-counter =  1254
donut number = 0, In-ptr =  3, serial-counter =  1203
donut number = 3, In-ptr =  38, serial-counter =  1238
donut number = 1, In-ptr =  29, serial-counter =  1229
donut number = 2, In-ptr =  15, serial-counter =  1255
donut number = 2, In-ptr =  16, serial-counter =  1256
donut number = 2, In-ptr =  17, serial-counter =  1257
donut number = 0, In-ptr =  4, serial-counter =  1204
donut number = 1, In-ptr =  30, serial-counter =  1230
donut number = 2, In-ptr =  18, serial-counter =  1258
donut number = 0, In-ptr =  5, serial-counter =  1205
donut number = 2, In-ptr =  19, serial-counter =  1259
donut number = 1, In-ptr =  31, serial-counter =  1231
donut number = 0, In-ptr =  6, serial-counter =  1206
donut number = 2, In-ptr =  20, serial-counter =  1260
donut number = 3, In-ptr =  39, serial-counter =  1239
donut number = 2, In-ptr =  21, serial-counter =  1261
donut number = 2, In-ptr =  22, serial-counter =  1262
donut number = 3, In-ptr =  0, serial-counter =  1240
donut number = 1, In-ptr =  32, serial-counter =  1232
donut number = 2, In-ptr =  23, serial-counter =  1263
donut number = 2, In-ptr =  24, serial-counter =  1264
donut number = 1, In-ptr =  33, serial-counter =  1233
donut number = 0, In-ptr =  7, serial-counter =  1207
donut number = 0, In-ptr =  8, serial-counter =  1208
donut number = 0, In-ptr =  9, serial-counter =  1209
donut number = 2, In-ptr =  25, serial-counter =  1265
donut number = 3, In-ptr =  1, serial-counter =  1241
donut number = 1, In-ptr =  34, serial-counter =  1234
donut number = 1, In-ptr =  35, serial-counter =  1235
donut number = 2, In-ptr =  26, serial-counter =  1266
donut number = 3, In-ptr =  2, serial-counter =  1242
donut number = 0, In-ptr =  10, serial-counter =  1210
donut number = 2, In-ptr =  27, serial-counter =  1267
donut number = 2, In-ptr =  28, serial-counter =  1268
donut number = 2, In-ptr =  29, serial-counter =  1269
donut number = 0, In-ptr =  11, serial-counter =  1211
donut number = 1, In-ptr =  36, serial-counter =  1236
donut number = 1, In-ptr =  37, serial-counter =  1237
donut number = 1, In-ptr =  38, serial-counter =  1238
donut number = 1, In-ptr =  39, serial-counter =  1239
donut number = 3, In-ptr =  3, serial-counter =  1243
donut number = 1, In-ptr =  0, serial-counter =  1240
donut number = 2, In-ptr =  30, serial-counter =  1270
donut number = 3, In-ptr =  4, serial-counter =  1244
donut number = 2, In-ptr =  31, serial-counter =  1271
donut number = 3, In-ptr =  5, serial-counter =  1245
donut number = 2, In-ptr =  32, serial-counter =  1272
donut number = 3, In-ptr =  6, serial-counter =  1246
donut number = 2, In-ptr =  33, serial-counter =  1273
donut number = 2, In-ptr =  34, serial-counter =  1274
donut number = 3, In-ptr =  7, serial-counter =  1247
donut number = 1, In-ptr =  1, serial-counter =  1241
donut number = 3, In-ptr =  8, serial-counter =  1248
donut number = 0, In-ptr =  12, serial-counter =  1212
donut number = 2, In-ptr =  35, serial-counter =  1275
donut number = 0, In-ptr =  13, serial-counter =  1213
donut number = 1, In-ptr =  2, serial-counter =  1242
donut number = 3, In-ptr =  9, serial-counter =  1249
donut number = 0, In-ptr =  14, serial-counter =  1214
donut number = 1, In-ptr =  3, serial-counter =  1243
donut number = 1, In-ptr =  4, serial-counter =  1244
donut number = 0, In-ptr =  15, serial-counter =  1215
donut number = 2, In-ptr =  36, serial-counter =  1276
donut number = 2, In-ptr =  37, serial-counter =  1277
donut number = 0, In-ptr =  16, serial-counter =  1216
donut number = 3, In-ptr =  10, serial-counter =  1250
donut number = 3, In-ptr =  11, serial-counter =  1251
donut number = 1, In-ptr =  5, serial-counter =  1245
donut number = 3, In-ptr =  12, serial-counter =  1252
donut number = 2, In-ptr =  38, serial-counter =  1278
donut number = 1, In-ptr =  6, serial-counter =  1246
donut number = 2, In-ptr =  39, serial-counter =  1279
donut number = 1, In-ptr =  7, serial-counter =  1247
donut number = 0, In-ptr =  17, serial-counter =  1217
donut number = 1, In-ptr =  8, serial-counter =  1248
donut number = 3, In-ptr =  13, serial-counter =  1253
donut number = 1, In-ptr =  9, serial-counter =  1249
donut number = 2, In-ptr =  0, serial-counter =  1280
donut number = 1, In-ptr =  10, serial-counter =  1250
donut number = 3, In-ptr =  14, serial-counter =  1254
donut number = 3, In-ptr =  15, serial-counter =  1255
donut number = 1, In-ptr =  11, serial-counter =  1251
donut number = 0, In-ptr =  18, serial-counter =  1218
donut number = 2, In-ptr =  1, serial-counter =  1281
donut number = 2, In-ptr =  2, serial-counter =  1282
donut number = 0, In-ptr =  19, serial-counter =  1219
donut number = 1, In-ptr =  12, serial-counter =  1252
donut number = 2, In-ptr =  3, serial-counter =  1283
donut number = 2, In-ptr =  4, serial-counter =  1284
donut number = 0, In-ptr =  20, serial-counter =  1220
donut number = 0, In-ptr =  21, serial-counter =  1221
donut number = 1, In-ptr =  13, serial-counter =  1253
donut number = 3, In-ptr =  16, serial-counter =  1256
donut number = 1, In-ptr =  14, serial-counter =  1254
donut number = 3, In-ptr =  17, serial-counter =  1257
donut number = 3, In-ptr =  18, serial-counter =  1258
donut number = 2, In-ptr =  5, serial-counter =  1285
donut number = 1, In-ptr =  15, serial-counter =  1255
donut number = 0, In-ptr =  22, serial-counter =  1222
donut number = 3, In-ptr =  19, serial-counter =  1259
donut number = 3, In-ptr =  20, serial-counter =  1260
donut number = 1, In-ptr =  16, serial-counter =  1256
donut number = 0, In-ptr =  23, serial-counter =  1223
donut number = 3, In-ptr =  21, serial-counter =  1261
donut number = 1, In-ptr =  17, serial-counter =  1257
donut number = 0, In-ptr =  24, serial-counter =  1224
donut number = 0, In-ptr =  25, serial-counter =  1225
donut number = 3, In-ptr =  22, serial-counter =  1262
donut number = 3, In-ptr =  23, serial-counter =  1263
donut number = 3, In-ptr =  24, serial-counter =  1264
donut number = 0, In-ptr =  26, serial-counter =  1226
donut number = 0, In-ptr =  27, serial-counter =  1227
donut number = 0, In-ptr =  28, serial-counter =  1228
donut number = 3, In-ptr =  25, serial-counter =  1265
donut number = 3, In-ptr =  26, serial-counter =  1266
donut number = 2, In-ptr =  6, serial-counter =  1286
donut number = 1, In-ptr =  18, serial-counter =  1258
donut number = 3, In-ptr =  27, serial-counter =  1267
donut number = 1, In-ptr =  19, serial-counter =  1259
donut number = 3, In-ptr =  28, serial-counter =  1268
donut number = 2, In-ptr =  7, serial-counter =  1287
donut number = 1, In-ptr =  20, serial-counter =  1260
donut number = 0, In-ptr =  29, serial-counter =  1229
donut number = 0, In-ptr =  30, serial-counter =  1230
donut number = 2, In-ptr =  8, serial-counter =  1288
donut number = 0, In-ptr =  31, serial-counter =  1231
donut number = 1, In-ptr =  21, serial-counter =  1261
donut number = 1, In-ptr =  22, serial-counter =  1262
donut number = 1, In-ptr =  23, serial-counter =  1263
donut number = 0, In-ptr =  32, serial-counter =  1232
donut number = 2, In-ptr =  9, serial-counter =  1289
donut number = 1, In-ptr =  24, serial-counter =  1264
donut number = 2, In-ptr =  10, serial-counter =  1290
donut number = 1, In-ptr =  25, serial-counter =  1265
donut number = 3, In-ptr =  29, serial-counter =  1269
donut number = 1, In-ptr =  26, serial-counter =  1266
donut number = 2, In-ptr =  11, serial-counter =  1291
donut number = 3, In-ptr =  30, serial-counter =  1270
donut number = 1, In-ptr =  27, serial-counter =  1267
donut number = 1, In-ptr =  28, serial-counter =  1268
donut number = 0, In-ptr =  33, serial-counter =  1233
donut number = 3, In-ptr =  31, serial-counter =  1271
donut number = 3, In-ptr =  32, serial-counter =  1272
donut number = 3, In-ptr =  33, serial-counter =  1273
donut number = 2, In-ptr =  12, serial-counter =  1292
donut number = 0, In-ptr =  34, serial-counter =  1234
donut number = 0, In-ptr =  35, serial-counter =  1235
donut number = 3, In-ptr =  34, serial-counter =  1274
donut number = 0, In-ptr =  36, serial-counter =  1236
donut number = 1, In-ptr =  29, serial-counter =  1269
donut number = 3, In-ptr =  35, serial-counter =  1275
donut number = 3, In-ptr =  36, serial-counter =  1276
donut number = 0, In-ptr =  37, serial-counter =  1237
donut number = 3, In-ptr =  37, serial-counter =  1277
donut number = 3, In-ptr =  38, serial-counter =  1278
donut number = 2, In-ptr =  13, serial-counter =  1293
donut number = 3, In-ptr =  39, serial-counter =  1279
donut number = 3, In-ptr =  0, serial-counter =  1280
donut number = 2, In-ptr =  14, serial-counter =  1294
donut number = 2, In-ptr =  15, serial-counter =  1295
donut number = 0, In-ptr =  38, serial-counter =  1238
donut number = 0, In-ptr =  39, serial-counter =  1239
donut number = 0, In-ptr =  0, serial-counter =  1240
donut number = 0, In-ptr =  1, serial-counter =  1241
donut number = 3, In-ptr =  1, serial-counter =  1281
donut number = 3, In-ptr =  2, serial-counter =  1282
donut number = 0, In-ptr =  2, serial-counter =  1242
donut number = 0, In-ptr =  3, serial-counter =  1243
donut number = 0, In-ptr =  4, serial-counter =  1244
donut number = 0, In-ptr =  5, serial-counter =  1245
donut number = 3, In-ptr =  3, serial-counter =  1283
donut number = 1, In-ptr =  30, serial-counter =  1270
donut number = 1, In-ptr =  31, serial-counter =  1271
donut number = 2, In-ptr =  16, serial-counter =  1296
donut number = 2, In-ptr =  17, serial-counter =  1297
donut number = 3, In-ptr =  4, serial-counter =  1284
donut number = 2, In-ptr =  18, serial-counter =  1298
donut number = 0, In-ptr =  6, serial-counter =  1246
donut number = 0, In-ptr =  7, serial-counter =  1247
donut number = 0, In-ptr =  8, serial-counter =  1248
donut number = 1, In-ptr =  32, serial-counter =  1272
donut number = 3, In-ptr =  5, serial-counter =  1285
donut number = 1, In-ptr =  33, serial-counter =  1273
donut number = 2, In-ptr =  19, serial-counter =  1299
donut number = 2, In-ptr =  20, serial-counter =  1300
donut number = 0, In-ptr =  9, serial-counter =  1249
donut number = 1, In-ptr =  34, serial-counter =  1274
donut number = 3, In-ptr =  6, serial-counter =  1286
donut number = 2, In-ptr =  21, serial-counter =  1301
donut number = 2, In-ptr =  22, serial-counter =  1302
donut number = 0, In-ptr =  10, serial-counter =  1250
donut number = 3, In-ptr =  7, serial-counter =  1287
donut number = 3, In-ptr =  8, serial-counter =  1288
donut number = 1, In-ptr =  35, serial-counter =  1275
donut number = 2, In-ptr =  23, serial-counter =  1303
donut number = 3, In-ptr =  9, serial-counter =  1289
donut number = 3, In-ptr =  10, serial-counter =  1290
donut number = 2, In-ptr =  24, serial-counter =  1304
donut number = 0, In-ptr =  11, serial-counter =  1251
donut number = 3, In-ptr =  11, serial-counter =  1291
donut number = 3, In-ptr =  12, serial-counter =  1292
donut number = 3, In-ptr =  13, serial-counter =  1293
donut number = 3, In-ptr =  14, serial-counter =  1294
donut number = 1, In-ptr =  36, serial-counter =  1276
donut number = 2, In-ptr =  25, serial-counter =  1305
donut number = 3, In-ptr =  15, serial-counter =  1295
